idImpianto;descCarburante;prezzo;isSelf;dtComu
16442;Gasolio Premium;1.289;0;16/01/2016 07:40:03
16442;Gasolio Premium;1.289;1;16/01/2016 07:40:03
16443;Benzina;1.759;0;11/11/2015 14:45:37
16443;Benzina;1.669;1;11/11/2015 14:45:37
16443;Gasolio;1.589;0;11/11/2015 14:45:37
16443;Gasolio;1.499;1;11/11/2015 14:45:37
16443;GPL;0.669;0;11/11/2015 14:45:37
16443;Benzina WR 100;1.879;0;11/11/2015 14:45:37
16443;Benzina WR 100;1.789;1;11/11/2015 14:45:37
16445;Benzina;1.418;0;07/01/2016 18:45:05
16445;Gasolio;1.209;0;07/01/2016 18:45:05
16446;Benzina;1.523;0;19/01/2016 07:36:15
16446;Benzina;1.523;1;19/01/2016 07:36:15
16446;Gasolio;1.339;0;19/01/2016 07:36:15
16446;Gasolio;1.339;1;19/01/2016 07:36:15
16446;Gasolio Premium;1.548;0;19/01/2016 07:36:15
16447;Metano;0.925;0;15/01/2016 10:20:02
16449;Benzina;1.479;0;14/01/2016 09:03:13
16449;Benzina;1.429;1;14/01/2016 09:03:13
16449;Gasolio;1.269;0;14/01/2016 09:03:13
16449;Gasolio;1.219;1;14/01/2016 09:03:13
16450;Benzina;1.579;0;12/01/2016 09:24:46
16450;Benzina;1.449;1;12/01/2016 09:24:46
16450;Gasolio;1.399;0;12/01/2016 09:24:46
16450;Gasolio;1.269;1;12/01/2016 09:24:46
16450;Blue Diesel;1.519;0;12/01/2016 09:24:46
16450;Blue Diesel;1.389;1;12/01/2016 09:24:46
16451;Benzina;1.605;0;02/03/2015 09:38:38
16451;Benzina;1.605;1;02/03/2015 09:38:38
16451;Gasolio;1.504;0;02/03/2015 09:38:38
16451;Gasolio;1.504;1;02/03/2015 09:38:38
16452;Benzina;1.599;0;13/01/2016 19:09:50
16452;Gasolio;1.399;0;13/01/2016 19:09:50
16453;Benzina;1.451;0;18/01/2016 08:55:24
16453;Benzina;1.451;1;18/01/2016 08:55:24
16453;Gasolio;1.321;0;18/01/2016 08:55:24
16453;Gasolio;1.321;1;18/01/2016 08:55:24
16458;Benzina;1.724;0;14/01/2016 20:42:37
16458;Benzina;1.455;1;14/01/2016 20:42:37
16458;Gasolio;1.497;0;14/01/2016 20:42:37
16458;Gasolio;1.196;1;14/01/2016 20:42:37
16458;Hi-Q Diesel;1.737;0;14/01/2016 20:42:37
16458;Hi-Q Diesel;1.432;1;14/01/2016 20:42:37
16459;Benzina;1.469;0;15/01/2016 08:02:47
16459;Benzina;1.379;1;15/01/2016 08:02:47
16459;Gasolio;1.279;0;15/01/2016 08:02:47
16459;Gasolio;1.189;1;15/01/2016 08:02:47
16460;Benzina;1.369;0;19/01/2016 07:57:31
16460;Benzina;1.369;1;19/01/2016 07:57:31
16460;Gasolio;1.179;0;19/01/2016 07:57:31
16460;Gasolio;1.179;1;19/01/2016 07:57:31
16460;Gasolio Gelo;1.179;0;19/01/2016 07:57:31
16460;Gasolio Gelo;1.179;1;19/01/2016 07:57:31
16462;Benzina;1.636;0;21/02/2015 09:41:39
16462;Benzina;1.536;1;21/02/2015 09:41:39
16462;Gasolio;1.525;0;21/02/2015 09:41:39
16462;Gasolio;1.425;1;21/02/2015 09:41:39
16462;Blue Super;1.786;0;21/02/2015 09:41:39
16462;Blue Super;1.686;1;21/02/2015 09:41:39
16462;Blue Diesel;1.625;0;21/02/2015 09:41:39
16462;Blue Diesel;1.525;1;21/02/2015 09:41:39
16463;Benzina;1.546;0;11/01/2016 16:58:35
16463;Benzina;1.446;1;11/01/2016 16:58:35
16463;Gasolio;1.368;0;11/01/2016 16:58:35
16463;Gasolio;1.268;1;11/01/2016 16:58:35
16463;Blue Diesel;1.528;0;11/01/2016 16:58:35
16463;Blue Diesel;1.428;1;11/01/2016 16:58:35
16464;Benzina;1.369;0;18/01/2016 15:09:56
16464;Gasolio;1.159;0;18/01/2016 15:09:56
16464;Metano;0.925;0;18/01/2016 15:09:56
16465;Benzina;1.459;0;04/01/2016 10:00:22
16465;Benzina;1.459;1;04/01/2016 10:00:22
16465;Gasolio;1.228;0;04/01/2016 10:00:22
16465;Gasolio;1.228;1;04/01/2016 10:00:22
16466;Benzina;1.528;0;19/01/2016 07:07:55
16466;Benzina;1.348;1;19/01/2016 07:07:55
16466;Gasolio;1.303;0;19/01/2016 07:07:55
16466;Gasolio;1.123;1;19/01/2016 07:07:55
16466;Blue Diesel;1.123;1;19/01/2016 07:07:55
16467;Benzina;1.619;0;20/05/2015 18:18:44
16467;Benzina;1.619;1;20/05/2015 18:18:44
16467;Gasolio;1.519;0;20/05/2015 18:18:44
16467;Gasolio;1.519;1;20/05/2015 18:18:44
16469;Benzina;1.429;0;12/01/2016 14:25:56
16469;Gasolio;1.209;0;12/01/2016 14:25:56
16471;Benzina;1.585;0;13/01/2016 09:36:01
16471;Benzina;1.435;1;13/01/2016 09:36:01
16471;Gasolio;1.396;0;13/01/2016 09:36:01
16471;Gasolio;1.246;1;13/01/2016 09:36:01
16471;GPL;0.684;0;13/01/2016 09:36:01
16471;Excellium Diesel;1.599;0;13/01/2016 09:36:01
16471;Excellium Diesel;1.579;1;13/01/2016 09:36:01
16473;Benzina;1.519;0;12/11/2015 11:47:24
16473;Benzina;1.519;1;12/11/2015 11:47:24
16473;Gasolio;1.394;0;12/11/2015 11:47:24
16473;Gasolio;1.394;1;12/11/2015 11:47:24
16475;Benzina;1.502;0;18/01/2016 09:01:26
16475;Gasolio;1.331;0;18/01/2016 09:01:26
16476;Benzina;1.649;0;15/06/2015 17:59:44
16476;Benzina;1.589;1;15/06/2015 17:59:44
16476;Gasolio;1.489;0;15/06/2015 17:59:44
16476;Gasolio;1.439;1;15/06/2015 17:59:44
16477;Benzina;1.429;0;14/01/2016 12:09:19
16477;Benzina;1.429;1;14/01/2016 12:09:19
16477;Gasolio;1.209;0;14/01/2016 12:09:19
16477;Gasolio;1.209;1;14/01/2016 12:09:19
16477;Metano;0.995;0;14/01/2016 12:09:19
16477;GPL;0.559;0;14/01/2016 12:09:19
16480;Benzina;1.578;0;21/02/2015 09:37:01
16480;Gasolio;1.468;0;21/02/2015 09:37:01
16482;Benzina;1.589;0;18/01/2016 08:26:55
16482;Benzina;1.416;1;18/01/2016 08:26:55
16482;Gasolio;1.407;0;18/01/2016 08:26:55
16482;Gasolio;1.173;1;18/01/2016 08:26:55
16483;Benzina;1.494;0;11/01/2016 09:17:00
16483;Benzina;1.369;1;11/01/2016 09:17:00
16483;Gasolio;1.289;0;11/01/2016 09:17:00
16483;Gasolio;1.164;1;11/01/2016 09:17:00
16483;Blue Super;1.644;0;11/01/2016 09:17:00
16483;Blue Diesel;1.389;0;11/01/2016 09:17:00
16483;Blue Diesel;1.264;1;11/01/2016 09:17:00
16484;Benzina;1.327;1;18/01/2016 17:28:37
16484;Gasolio;1.149;1;18/01/2016 17:28:37
16485;Benzina;1.596;0;19/01/2016 07:44:24
16485;Benzina;1.405;1;19/01/2016 07:44:24
16485;Gasolio;1.371;0;19/01/2016 07:44:24
16485;Gasolio;1.178;1;19/01/2016 07:44:24
16487;Benzina;1.391;0;18/01/2016 11:27:56
16487;Gasolio;1.199;0;18/01/2016 11:27:56
16488;Benzina;1.359;1;18/01/2016 08:58:11
16488;Gasolio;1.159;1;18/01/2016 08:58:11
16488;Metano;0.965;0;18/01/2016 08:58:11
16488;GPL;0.539;0;18/01/2016 08:58:11
16489;Benzina;1.494;0;16/01/2016 08:38:25
16489;Benzina;1.494;1;16/01/2016 08:38:25
16489;Gasolio;1.304;0;16/01/2016 08:38:25
16489;Gasolio;1.304;1;16/01/2016 08:38:25
16491;Benzina;1.465;1;14/01/2016 19:11:09
16491;Gasolio;1.275;1;14/01/2016 19:11:09
16494;Benzina;1.557;0;13/01/2016 18:49:32
16494;Benzina;1.457;1;13/01/2016 18:49:32
16494;Gasolio;1.331;0;13/01/2016 18:49:32
16494;Gasolio;1.231;1;13/01/2016 18:49:32
16497;Benzina;1.389;1;29/12/2015 15:44:02
16497;Gasolio;1.209;1;29/12/2015 15:44:02
16497;Blue Super;1.539;1;29/12/2015 15:44:02
16497;Blue Diesel;1.309;1;29/12/2015 15:44:02
16499;Benzina;1.663;0;10/03/2015 07:34:57
16499;Benzina;1.563;1;10/03/2015 07:34:57
16499;Gasolio;1.543;0;10/03/2015 07:34:57
16499;Gasolio;1.443;1;10/03/2015 07:34:57
16499;GPL;0.580;0;10/03/2015 07:34:57
16499;Blue Diesel;1.603;0;10/03/2015 07:34:57
16499;Blue Diesel;1.543;1;10/03/2015 07:34:57
16500;Benzina;1.439;0;23/11/2015 12:06:35
16500;Gasolio;1.279;0;23/11/2015 12:06:35
16500;GPL;0.549;0;23/11/2015 12:06:35
16502;Benzina;1.582;0;05/10/2015 08:43:10
16502;Benzina;1.457;1;05/10/2015 08:43:10
16502;Gasolio;1.468;0;05/10/2015 08:43:10
16502;Gasolio;1.323;1;05/10/2015 08:43:10
16502;Blue Super;1.732;0;05/10/2015 08:43:10
16502;Blue Super;1.647;1;05/10/2015 08:43:10
16502;Blue Diesel;1.568;0;05/10/2015 08:43:10
16502;Blue Diesel;1.483;1;05/10/2015 08:43:10
16503;Benzina;1.649;0;19/01/2016 06:48:39
16503;Benzina;1.469;1;19/01/2016 06:48:39
16503;Gasolio;1.449;0;19/01/2016 06:48:39
16503;Gasolio;1.179;1;19/01/2016 06:48:39
16506;Benzina;1.351;0;15/01/2016 11:59:08
16506;Benzina;1.351;1;15/01/2016 11:59:08
16506;Gasolio;1.157;0;15/01/2016 11:59:08
16506;Gasolio;1.157;1;15/01/2016 11:59:08
16507;Metano;0.970;0;01/01/2016 19:39:36
16508;Benzina;1.460;0;11/01/2016 19:29:13
16508;Benzina;1.460;1;11/01/2016 19:29:13
16508;Gasolio;1.272;0;11/01/2016 19:29:13
16508;Gasolio;1.272;1;11/01/2016 19:29:13
16509;Benzina;1.762;0;14/07/2015 11:38:03
16509;Benzina;1.677;1;14/07/2015 11:38:03
16509;Gasolio;1.558;0;14/07/2015 11:38:03
16509;Gasolio;1.473;1;14/07/2015 11:38:03
16509;Blue Super;1.912;0;14/07/2015 11:38:03
16509;Blue Super;1.827;1;14/07/2015 11:38:03
16509;Blue Diesel;1.558;0;14/07/2015 11:38:03
16509;Blue Diesel;1.473;1;14/07/2015 11:38:03
16512;Benzina;1.379;0;18/01/2016 08:44:44
16512;Benzina;1.379;1;18/01/2016 08:44:44
16512;Gasolio;1.169;0;18/01/2016 08:44:44
16512;Gasolio;1.169;1;18/01/2016 08:44:44
16512;Metano;0.925;0;18/01/2016 08:44:44
16512;Magic Diesel;1.457;0;18/01/2016 08:44:44
16512;Magic Diesel;1.457;1;18/01/2016 08:44:44
16515;Benzina;1.615;0;11/01/2016 14:56:00
16515;Benzina;1.379;1;11/01/2016 14:56:00
16515;Gasolio;1.457;0;11/01/2016 14:56:00
16515;Gasolio;1.199;1;11/01/2016 14:56:00
16515;GPL;0.559;0;11/01/2016 14:56:00
16515;Gasolio Oro Diesel;1.457;0;11/01/2016 14:56:00
16515;Gasolio Oro Diesel;1.199;1;11/01/2016 14:56:00
16516;Benzina;1.681;0;18/01/2016 19:26:19
16516;Benzina;1.636;1;18/01/2016 19:26:19
16516;Gasolio;1.543;0;18/01/2016 19:26:19
16516;Gasolio;1.498;1;18/01/2016 19:26:19
16516;Blue Super;1.736;1;18/01/2016 19:26:19
16516;Blue Diesel;1.643;0;18/01/2016 19:26:19
16516;Blue Diesel;1.598;1;18/01/2016 19:26:19
16517;Benzina;1.494;0;13/01/2016 15:11:33
16517;Benzina;1.494;1;13/01/2016 15:11:33
16517;Gasolio;1.229;0;13/01/2016 15:11:33
16517;Gasolio;1.229;1;13/01/2016 15:11:33
16517;Excellium Diesel;1.229;0;13/01/2016 15:11:33
16517;Excellium Diesel;1.229;1;13/01/2016 15:11:33
16518;Benzina;1.624;0;07/01/2016 08:21:08
16518;Benzina;1.444;1;07/01/2016 08:21:08
16518;Gasolio;1.479;0;07/01/2016 08:21:08
16518;Gasolio;1.299;1;07/01/2016 08:21:08
16520;Benzina;1.379;0;18/01/2016 08:38:50
16520;Benzina;1.379;1;18/01/2016 08:38:50
16520;Gasolio;1.189;0;18/01/2016 08:38:50
16520;Gasolio;1.189;1;18/01/2016 08:38:50
16521;Benzina;1.688;0;02/07/2015 17:02:27
16521;Benzina;1.688;1;02/07/2015 17:02:27
16521;Gasolio;1.538;0;02/07/2015 17:02:27
16521;Gasolio;1.538;1;02/07/2015 17:02:27
16522;Benzina;1.377;1;12/01/2016 11:23:17
16522;Gasolio;1.177;1;12/01/2016 11:23:17
16523;Benzina;1.584;0;04/09/2015 08:08:01
16523;Benzina;1.474;1;04/09/2015 08:08:01
16523;Gasolio;1.455;0;04/09/2015 08:08:01
16523;Gasolio;1.345;1;04/09/2015 08:08:01
16523;Blue Super;1.734;0;04/09/2015 08:08:01
16523;Blue Super;1.624;1;04/09/2015 08:08:01
16523;Blue Diesel;1.555;0;04/09/2015 08:08:01
16523;Blue Diesel;1.445;1;04/09/2015 08:08:01
16524;Benzina;1.429;0;16/01/2016 19:44:11
16524;Benzina;1.429;1;16/01/2016 19:44:11
16524;Gasolio;1.189;1;16/01/2016 19:44:11
16526;Benzina;1.514;0;12/01/2016 15:18:54
16526;Benzina;1.414;1;12/01/2016 15:18:54
16526;Gasolio;1.336;0;12/01/2016 15:18:54
16526;Gasolio;1.236;1;12/01/2016 15:18:54
16526;Metano;0.965;0;12/01/2016 15:18:54
16526;Blue Super;1.664;0;12/01/2016 15:18:54
16526;Blue Super;1.564;1;12/01/2016 15:18:54
16526;Blue Diesel;1.436;0;12/01/2016 15:18:54
16526;Blue Diesel;1.336;1;12/01/2016 15:18:54
16531;Benzina;1.359;1;15/01/2016 07:53:31
16531;Gasolio;1.179;1;15/01/2016 07:53:31
16531;Gasolio Premium;1.219;1;15/01/2016 07:53:31
16533;Benzina;1.616;0;13/01/2016 10:52:30
16533;Benzina;1.616;1;13/01/2016 10:52:30
16533;Gasolio;1.410;0;13/01/2016 10:52:30
16533;Gasolio;1.410;1;13/01/2016 10:52:30
16535;Benzina;1.572;0;18/01/2016 10:12:17
16535;Benzina;1.379;1;18/01/2016 10:12:17
16535;Gasolio;1.381;0;18/01/2016 10:12:17
16535;Gasolio;1.169;1;18/01/2016 10:12:17
16535;Excellium Diesel;1.381;0;18/01/2016 10:12:17
16535;Excellium Diesel;1.249;1;18/01/2016 10:12:17
16536;Benzina;1.334;1;18/01/2016 08:06:27
16536;Gasolio;1.144;1;18/01/2016 08:06:27
16536;Blue Diesel;1.244;1;18/01/2016 08:06:27
16538;Benzina;1.479;0;15/01/2016 09:10:30
16538;Benzina;1.429;1;15/01/2016 09:10:30
16538;Gasolio;1.249;0;15/01/2016 09:10:30
16538;Gasolio;1.199;1;15/01/2016 09:10:30
16538;Benzina WR 100;1.599;0;15/01/2016 09:10:30
16538;Benzina WR 100;1.549;1;15/01/2016 09:10:30
16539;Benzina;1.549;0;12/01/2016 15:57:31
16539;Benzina;1.414;1;12/01/2016 15:57:31
16539;Gasolio;1.323;0;12/01/2016 15:57:31
16539;Gasolio;1.188;1;12/01/2016 15:57:31
16539;Blue Diesel;1.423;0;12/01/2016 15:57:31
16539;Blue Diesel;1.288;1;12/01/2016 15:57:31
16540;Benzina;1.599;0;18/01/2016 08:54:05
16540;Gasolio;1.395;0;18/01/2016 08:54:05
16541;Benzina;1.575;0;18/01/2016 09:30:28
16541;Benzina;1.359;1;18/01/2016 09:30:28
16541;Gasolio;1.387;0;18/01/2016 09:30:28
16541;Gasolio;1.139;1;18/01/2016 09:30:28
16541;Excellium Diesel;1.467;0;18/01/2016 09:30:28
16541;Excellium Diesel;1.429;1;18/01/2016 09:30:28
16542;Benzina;1.359;0;15/01/2016 07:28:25
16542;Gasolio;1.199;0;15/01/2016 07:28:25
16542;Hi-Q Diesel;1.399;0;15/01/2016 07:28:25
16543;Benzina;1.600;0;26/03/2015 12:50:05
16543;Gasolio;1.480;0;26/03/2015 12:50:05
16546;Benzina;1.453;1;19/01/2016 05:52:14
16546;Gasolio;1.153;1;19/01/2016 05:52:14
16546;Blue Super;1.653;1;19/01/2016 05:52:14
16546;Blue Diesel;1.253;1;19/01/2016 05:52:14
16547;Benzina;1.419;0;18/12/2015 16:10:25
16547;Benzina;1.419;1;18/12/2015 16:10:25
16547;Gasolio;1.259;0;18/12/2015 16:10:25
16547;Gasolio;1.259;1;18/12/2015 16:10:25
16547;Excellium Diesel;1.339;0;18/12/2015 16:10:25
16547;Excellium Diesel;1.339;1;18/12/2015 16:10:25
16552;Benzina;1.538;0;18/01/2016 07:51:12
16552;Benzina;1.369;1;18/01/2016 07:51:12
16552;Gasolio;1.351;0;18/01/2016 07:51:12
16552;Gasolio;1.189;1;18/01/2016 07:51:12
16552;Excellium Diesel;1.351;0;18/01/2016 07:51:12
16552;Excellium Diesel;1.269;1;18/01/2016 07:51:12
16554;Benzina;1.557;0;16/01/2016 08:24:01
16554;Benzina;1.372;1;16/01/2016 08:24:01
16554;Gasolio;1.363;0;16/01/2016 08:24:01
16554;Gasolio;1.178;1;16/01/2016 08:24:01
16554;Blue Diesel;1.463;0;16/01/2016 08:24:01
16554;Blue Diesel;1.278;1;16/01/2016 08:24:01
16555;Benzina;1.568;0;09/11/2015 16:54:23
16555;Benzina;1.468;1;09/11/2015 16:54:23
16555;Gasolio;1.328;1;09/11/2015 16:54:23
16557;Benzina;1.606;0;15/01/2016 06:53:33
16557;Benzina;1.437;1;15/01/2016 06:53:33
16557;Gasolio;1.416;0;15/01/2016 06:53:33
16557;Gasolio;1.208;1;15/01/2016 06:53:33
16557;Gasolio Premium;1.536;0;15/01/2016 06:53:33
16557;Gasolio Premium;1.328;1;15/01/2016 06:53:33
16558;Benzina;1.475;0;14/01/2016 07:06:06
16558;Benzina;1.475;1;14/01/2016 07:06:06
16558;Gasolio;1.279;0;14/01/2016 07:06:06
16558;Gasolio;1.279;1;14/01/2016 07:06:06
16559;Benzina;1.824;0;04/06/2015 21:01:22
16559;Gasolio;1.659;0;04/06/2015 21:01:22
16563;Benzina;1.422;1;16/01/2016 07:41:16
16563;Gasolio;1.184;1;16/01/2016 07:41:16
16563;GPL;0.570;0;16/01/2016 07:41:16
16563;Blue Diesel;1.284;1;16/01/2016 07:41:16
16564;Benzina;1.449;1;12/01/2016 18:52:27
16564;Gasolio;1.249;1;12/01/2016 18:52:27
16566;Benzina;1.569;0;12/01/2016 17:26:04
16566;Benzina;1.449;1;12/01/2016 17:26:04
16566;Gasolio;1.389;0;12/01/2016 17:26:04
16566;Gasolio;1.269;1;12/01/2016 17:26:04
16568;Benzina;1.449;1;18/01/2016 15:46:35
16568;Gasolio;1.249;1;18/01/2016 15:46:35
16570;Benzina;1.620;0;11/01/2016 13:03:53
16570;Benzina;1.417;1;11/01/2016 13:03:53
16570;Gasolio;1.448;0;11/01/2016 13:03:53
16570;Gasolio;1.229;1;11/01/2016 13:03:53
16570;Benzina Plus 98;1.790;0;11/01/2016 13:03:53
16570;Benzina Plus 98;1.790;1;11/01/2016 13:03:53
16572;Benzina;1.349;1;19/01/2016 06:56:00
16572;Gasolio;1.164;1;19/01/2016 06:56:00
16573;Benzina;1.667;0;18/01/2016 19:23:46
16573;Gasolio;1.525;0;18/01/2016 19:23:46
16574;Benzina;1.455;1;18/01/2016 07:06:47
16574;Gasolio;1.265;1;18/01/2016 07:06:47
16574;Excellium Diesel;1.345;1;18/01/2016 07:06:47
16575;Benzina;1.567;0;16/01/2016 12:43:47
16575;Benzina;1.567;1;16/01/2016 12:43:47
16575;Gasolio;1.353;0;16/01/2016 12:43:47
16575;Gasolio;1.353;1;16/01/2016 12:43:47
16578;Benzina;1.435;0;18/01/2016 08:35:38
16578;Gasolio;1.240;0;18/01/2016 08:35:38
16580;Benzina;1.500;0;15/01/2016 08:47:28
16580;Benzina;1.390;1;15/01/2016 08:47:28
16580;Gasolio;1.316;0;15/01/2016 08:47:28
16580;Gasolio;1.199;1;15/01/2016 08:47:28
16580;GPL;0.569;0;15/01/2016 08:47:28
16580;Excellium Diesel;1.279;1;15/01/2016 08:47:28
16581;Benzina;1.499;0;18/01/2016 15:47:32
16581;Benzina;1.449;1;18/01/2016 15:47:32
16581;Gasolio;1.309;0;18/01/2016 15:47:32
16581;Gasolio;1.249;1;18/01/2016 15:47:32
16582;Benzina;1.370;0;15/01/2016 16:04:54
16582;Benzina;1.370;1;15/01/2016 16:04:54
16582;Gasolio;1.229;0;15/01/2016 16:04:54
16582;Gasolio;1.229;1;15/01/2016 16:04:54
16582;Metano;0.989;0;15/01/2016 16:04:54
16582;GPL;0.579;0;15/01/2016 16:04:54
16583;Benzina;1.559;0;19/01/2016 06:55:40
16583;Benzina;1.349;1;19/01/2016 06:55:40
16583;Gasolio;1.394;0;19/01/2016 06:55:40
16583;Gasolio;1.159;1;19/01/2016 06:55:40
16583;Gasolio Premium;1.514;0;19/01/2016 06:55:40
16583;Gasolio Premium;1.279;1;19/01/2016 06:55:40
16585;Benzina;1.630;0;13/01/2016 19:36:37
16585;Benzina;1.630;1;13/01/2016 19:36:37
16585;Gasolio;1.370;0;13/01/2016 19:36:37
16585;Gasolio;1.370;1;13/01/2016 19:36:37
16585;Hi-Q Diesel;1.570;0;13/01/2016 19:36:37
16585;Hi-Q Diesel;1.570;1;13/01/2016 19:36:37
16586;Benzina;1.443;0;13/01/2016 12:49:55
16586;Gasolio;1.315;0;13/01/2016 12:49:55
16587;Benzina;1.368;0;12/01/2016 09:57:10
16587;Benzina;1.368;1;12/01/2016 09:57:10
16587;Gasolio;1.178;0;12/01/2016 09:57:10
16587;Gasolio;1.178;1;12/01/2016 09:57:10
16588;Benzina;1.753;0;22/09/2015 11:09:49
16588;Benzina;1.519;1;22/09/2015 11:09:49
16588;Gasolio;1.616;0;22/09/2015 11:09:49
16588;Gasolio;1.339;1;22/09/2015 11:09:49
16588;Hi-Q Diesel;1.816;0;22/09/2015 11:09:49
16588;Hi-Q Diesel;1.539;1;22/09/2015 11:09:49
16589;Benzina;1.659;0;15/01/2016 07:28:57
16589;Gasolio;1.464;0;15/01/2016 07:28:57
16591;Benzina;1.647;0;30/12/2015 17:18:18
16591;Benzina;1.487;1;30/12/2015 17:18:18
16591;Gasolio;1.455;0;30/12/2015 17:18:18
16591;Gasolio;1.287;1;30/12/2015 17:18:18
16591;GPL;0.599;0;30/12/2015 17:18:18
16592;Benzina;1.699;0;15/07/2015 13:14:20
16592;Gasolio;1.499;0;15/07/2015 13:14:20
16593;Benzina;1.549;1;12/01/2016 12:36:32
16593;Gasolio;1.349;1;12/01/2016 12:36:32
16597;Benzina;1.384;0;11/01/2016 12:41:29
16597;Benzina;1.369;1;11/01/2016 12:41:29
16597;Gasolio;1.194;0;11/01/2016 12:41:29
16597;Gasolio;1.179;1;11/01/2016 12:41:29
16597;GPL;0.559;0;11/01/2016 12:41:29
16599;Benzina;1.399;0;18/01/2016 17:41:54
16599;Gasolio;1.229;0;18/01/2016 17:41:54
16599;GPL;0.549;0;18/01/2016 17:41:54
16600;Benzina;1.459;0;18/01/2016 09:25:45
16600;Gasolio;1.269;0;18/01/2016 09:25:45
16604;Benzina;1.676;0;04/06/2015 07:00:24
16604;Benzina;1.676;1;04/06/2015 07:00:24
16604;Gasolio;1.509;0;04/06/2015 07:00:24
16604;Gasolio;1.509;1;04/06/2015 07:00:24
16605;Benzina;1.599;0;16/01/2016 12:27:53
16605;Benzina;1.409;1;16/01/2016 12:27:53
16605;Gasolio;1.459;0;16/01/2016 12:27:53
16605;Gasolio;1.249;1;16/01/2016 12:27:53
16606;Benzina;1.409;0;18/01/2016 07:29:58
16606;Benzina;1.409;1;18/01/2016 07:29:58
16606;Gasolio;1.219;0;18/01/2016 07:29:58
16606;Gasolio;1.219;1;18/01/2016 07:29:58
16606;Gasolio Premium;1.599;0;18/01/2016 07:29:58
16606;Gasolio Premium;1.599;1;18/01/2016 07:29:58
16607;Benzina;1.499;0;16/01/2016 22:36:31
16607;Gasolio;1.319;0;16/01/2016 22:36:31
16609;Benzina;1.567;0;18/01/2016 10:00:41
16609;Benzina;1.387;1;18/01/2016 10:00:41
16609;Gasolio;1.390;0;18/01/2016 10:00:41
16609;Gasolio;1.210;1;18/01/2016 10:00:41
16609;Blue Super;1.644;0;18/01/2016 10:00:41
16609;Blue Super;1.464;1;18/01/2016 10:00:41
16609;Blue Diesel;1.490;0;18/01/2016 10:00:41
16609;Blue Diesel;1.310;1;18/01/2016 10:00:41
16610;Benzina;1.435;0;15/01/2016 10:17:09
16610;Benzina;1.435;1;15/01/2016 10:17:09
16610;Gasolio;1.264;0;15/01/2016 10:17:09
16610;Gasolio;1.264;1;15/01/2016 10:17:09
16611;Benzina;1.479;0;14/01/2016 08:36:49
16611;Benzina;1.379;1;14/01/2016 08:36:49
16611;Gasolio;1.319;0;14/01/2016 08:36:49
16611;Gasolio;1.219;1;14/01/2016 08:36:49
16612;Benzina;1.525;1;07/01/2016 12:31:56
16612;Gasolio;1.394;1;07/01/2016 12:31:56
16614;Benzina;1.499;0;18/01/2016 15:48:12
16614;Benzina;1.419;1;18/01/2016 15:48:12
16614;Gasolio;1.319;0;18/01/2016 15:48:12
16614;Gasolio;1.199;1;18/01/2016 15:48:12
16616;Benzina;1.628;0;18/01/2016 08:24:43
16616;Benzina;1.518;1;18/01/2016 08:24:43
16616;Gasolio;1.373;0;18/01/2016 08:24:43
16616;Gasolio;1.263;1;18/01/2016 08:24:43
16616;Blue Super;1.778;0;18/01/2016 08:24:43
16616;Blue Super;1.668;1;18/01/2016 08:24:43
16616;Blue Diesel;1.473;0;18/01/2016 08:24:43
16616;Blue Diesel;1.363;1;18/01/2016 08:24:43
16617;Benzina;1.415;0;18/01/2016 14:16:02
16617;Benzina;1.415;1;18/01/2016 14:16:02
16617;Gasolio;1.215;0;18/01/2016 14:16:02
16617;Gasolio;1.215;1;18/01/2016 14:16:02
16618;Benzina;1.347;0;18/01/2016 07:28:22
16618;Benzina;1.347;1;18/01/2016 07:28:22
16618;Gasolio;1.148;0;18/01/2016 07:28:22
16618;Gasolio;1.148;1;18/01/2016 07:28:22
16618;Blue Super;0.001;0;18/01/2016 07:28:22
16618;Blue Super;0.001;1;18/01/2016 07:28:22
16618;Blue Diesel;1.253;0;18/01/2016 07:28:22
16618;Blue Diesel;1.253;1;18/01/2016 07:28:22
16620;Benzina;1.549;0;15/01/2016 08:59:13
16620;Benzina;1.329;1;15/01/2016 08:59:13
16620;Gasolio;1.409;0;15/01/2016 08:59:13
16620;Gasolio;1.174;1;15/01/2016 08:59:13
16623;Benzina;1.568;0;14/01/2016 07:57:03
16623;Benzina;1.388;1;14/01/2016 07:57:03
16623;Gasolio;1.428;0;14/01/2016 07:57:03
16623;Gasolio;1.248;1;14/01/2016 07:57:03
16626;Benzina;1.542;1;09/11/2015 09:55:11
16626;Gasolio;1.423;1;09/11/2015 09:55:11
16630;Benzina;1.427;1;18/01/2016 07:56:14
16630;Gasolio;1.233;1;18/01/2016 07:56:14
16630;Blue Diesel;1.333;1;18/01/2016 07:56:14
16632;Benzina;1.599;0;18/01/2016 08:47:07
16632;Benzina;1.389;1;18/01/2016 08:47:07
16632;Gasolio;1.419;0;18/01/2016 08:47:07
16632;Gasolio;1.229;1;18/01/2016 08:47:07
16633;Benzina;1.572;0;16/01/2016 12:18:23
16633;Benzina;1.572;1;16/01/2016 12:18:23
16633;Gasolio;1.340;0;16/01/2016 12:18:23
16633;Gasolio;1.340;1;16/01/2016 12:18:23
16634;Benzina;1.389;0;15/01/2016 18:35:01
16634;Benzina;1.389;1;15/01/2016 18:35:01
16634;Gasolio;1.199;0;15/01/2016 18:35:01
